condition,fold,state,detector_seed,perturbation_seed,parent_key,mlp_triggered,mlp_emit_step,attack_frames,task_success,n_steps,teacher_anchor,summary_sha256
TRUE_T10,fold_08,state_0,det_seed_1,pert_seed_1,fold_08/state_0,True,86,10,False,400,79,b13c3470a3c47075
TRUE_T10,fold_08,state_0,det_seed_1,pert_seed_2,fold_08/state_0,True,86,10,False,400,79,b13c3470a3c47075
TRUE_T10,fold_08,state_0,det_seed_2,pert_seed_0,fold_08/state_0,True,85,10,False,400,79,7b4c5b8ea90c9a56
TRUE_T10,fold_08,state_0,det_seed_2,pert_seed_1,fold_08/state_0,True,85,10,False,400,79,7b4c5b8ea90c9a56
TRUE_T10,fold_08,state_0,det_seed_2,pert_seed_2,fold_08/state_0,True,85,10,False,400,79,7b4c5b8ea90c9a56
TRUE_T10,fold_08,state_0,det_seed_3,pert_seed_0,fold_08/state_0,True,86,10,False,400,79,374c4fba0dc097e9
TRUE_T10,fold_08,state_0,det_seed_3,pert_seed_1,fold_08/state_0,True,86,10,False,400,79,374c4fba0dc097e9
TRUE_T10,fold_08,state_0,det_seed_3,pert_seed_2,fold_08/state_0,True,86,10,False,400,79,374c4fba0dc097e9
TRUE_T10,fold_08,state_2,det_seed_1,pert_seed_0,fold_08/state_2,True,91,10,False,400,84,988e4c99cdc3c3ce
TRUE_T10,fold_08,state_2,det_seed_1,pert_seed_1,fold_08/state_2,True,91,10,False,400,84,50c0525d53c76dd0
TRUE_T10,fold_08,state_2,det_seed_1,pert_seed_2,fold_08/state_2,True,91,10,False,400,84,50c0525d53c76dd0
TRUE_T10,fold_08,state_2,det_seed_2,pert_seed_0,fold_08/state_2,True,92,10,False,400,84,1c74de7c51324795
TRUE_T10,fold_08,state_2,det_seed_2,pert_seed_1,fold_08/state_2,True,92,10,False,400,84,1c74de7c51324795
TRUE_T10,fold_08,state_2,det_seed_2,pert_seed_2,fold_08/state_2,True,92,10,False,400,84,1c74de7c51324795
TRUE_T10,fold_08,state_2,det_seed_3,pert_seed_0,fold_08/state_2,True,94,10,False,400,84,f77718ed7295ad21
TRUE_T10,fold_08,state_2,det_seed_3,pert_seed_1,fold_08/state_2,True,94,10,False,400,84,f77718ed7295ad21
TRUE_T10,fold_08,state_2,det_seed_3,pert_seed_2,fold_08/state_2,True,94,10,False,400,84,f77718ed7295ad21
TRUE_T10,fold_09,state_0,det_seed_1,pert_seed_0,fold_09/state_0,True,87,10,False,400,85,0c3334722539b8ae
TRUE_T10,fold_09,state_0,det_seed_1,pert_seed_1,fold_09/state_0,True,87,10,False,400,85,0c3334722539b8ae
TRUE_T10,fold_09,state_0,det_seed_1,pert_seed_2,fold_09/state_0,True,87,10,False,400,85,0c3334722539b8ae
TRUE_T10,fold_09,state_0,det_seed_2,pert_seed_0,fold_09/state_0,True,87,10,False,400,85,ea3b0047e70f3579
TRUE_T10,fold_09,state_0,det_seed_2,pert_seed_1,fold_09/state_0,True,87,10,False,400,85,ea3b0047e70f3579
TRUE_T10,fold_09,state_0,det_seed_2,pert_seed_2,fold_09/state_0,True,87,10,False,400,85,ea3b0047e70f3579
TRUE_T10,fold_09,state_0,det_seed_3,pert_seed_0,fold_09/state_0,True,88,10,False,400,85,175bb660329ab411
TRUE_T10,fold_09,state_0,det_seed_3,pert_seed_1,fold_09/state_0,True,88,10,False,400,85,175bb660329ab411
TRUE_T10,fold_09,state_0,det_seed_3,pert_seed_2,fold_09/state_0,True,88,10,False,400,85,175bb660329ab411
TRUE_T10,fold_09,state_1,det_seed_1,pert_seed_0,fold_09/state_1,True,76,10,False,400,72,0e099113f941f452
TRUE_T10,fold_09,state_1,det_seed_1,pert_seed_1,fold_09/state_1,True,76,10,False,400,72,0e099113f941f452
TRUE_T10,fold_09,state_1,det_seed_1,pert_seed_2,fold_09/state_1,True,76,10,False,400,72,0e099113f941f452
TRUE_T10,fold_09,state_1,det_seed_2,pert_seed_0,fold_09/state_1,True,75,10,False,400,72,83c72ff56113776e
TRUE_T10,fold_09,state_1,det_seed_2,pert_seed_1,fold_09/state_1,True,75,10,False,400,72,83c72ff56113776e
TRUE_T10,fold_09,state_1,det_seed_2,pert_seed_2,fold_09/state_1,True,75,10,False,400,72,83c72ff56113776e
TRUE_T10,fold_09,state_1,det_seed_3,pert_seed_0,fold_09/state_1,True,76,10,False,400,72,e555bd5791422e86
TRUE_T10,fold_09,state_1,det_seed_3,pert_seed_1,fold_09/state_1,True,76,10,False,400,72,e555bd5791422e86
TRUE_T10,fold_09,state_1,det_seed_3,pert_seed_2,fold_09/state_1,True,76,10,False,400,72,e555bd5791422e86
