job_id,task,state_id,parent_id,queue_status,summary_exists,trace_exists,summary_success,summary_infra,failure_stage
330357,salad_dressing,46,salad_dressing_s46,done,True,True,True,ok,
330358,salad_dressing,47,salad_dressing_s47,failed,False,False,,,INFRA_FAILURE_NO_SUMMARY
330359,salad_dressing,48,salad_dressing_s48,done,True,True,True,ok,
330360,salad_dressing,49,salad_dressing_s49,done,True,True,True,ok,
330361,tomato_sauce,10,tomato_sauce_s10,done,True,True,True,ok,
330362,tomato_sauce,11,tomato_sauce_s11,done,True,True,True,ok,
330363,tomato_sauce,12,tomato_sauce_s12,done,True,True,True,ok,
330364,tomato_sauce,13,tomato_sauce_s13,done,True,True,True,ok,
330365,tomato_sauce,14,tomato_sauce_s14,done,True,True,False,ok,POLICY_FAILURE_OR_TIMEOUT
330366,tomato_sauce,15,tomato_sauce_s15,done,True,True,False,ok,POLICY_FAILURE_OR_TIMEOUT
330367,tomato_sauce,16,tomato_sauce_s16,done,True,True,False,ok,POLICY_FAILURE_OR_TIMEOUT
330368,tomato_sauce,17,tomato_sauce_s17,done,True,True,True,ok,
330369,tomato_sauce,18,tomato_sauce_s18,done,True,True,True,ok,
330370,tomato_sauce,19,tomato_sauce_s19,done,True,True,True,ok,
330371,tomato_sauce,20,tomato_sauce_s20,done,True,True,True,ok,
330372,tomato_sauce,21,tomato_sauce_s21,failed,False,False,,,INFRA_FAILURE_NO_SUMMARY
330373,tomato_sauce,22,tomato_sauce_s22,done,True,True,True,ok,
330374,tomato_sauce,23,tomato_sauce_s23,done,True,True,True,ok,
330375,tomato_sauce,24,tomato_sauce_s24,done,True,True,False,ok,POLICY_FAILURE_OR_TIMEOUT
330376,tomato_sauce,25,tomato_sauce_s25,done,True,True,False,ok,POLICY_FAILURE_OR_TIMEOUT
330377,tomato_sauce,26,tomato_sauce_s26,done,True,True,True,ok,
330378,tomato_sauce,27,tomato_sauce_s27,failed,False,False,,,INFRA_FAILURE_NO_SUMMARY
330379,tomato_sauce,28,tomato_sauce_s28,done,True,True,False,ok,POLICY_FAILURE_OR_TIMEOUT
330380,tomato_sauce,29,tomato_sauce_s29,done,True,True,True,ok,
330381,tomato_sauce,30,tomato_sauce_s30,failed,False,False,,,INFRA_FAILURE_NO_SUMMARY
330382,tomato_sauce,31,tomato_sauce_s31,done,True,True,True,ok,
330383,tomato_sauce,32,tomato_sauce_s32,done,True,True,True,ok,
330384,tomato_sauce,33,tomato_sauce_s33,done,True,True,False,ok,POLICY_FAILURE_OR_TIMEOUT
330385,tomato_sauce,34,tomato_sauce_s34,done,True,True,True,ok,
330386,tomato_sauce,35,tomato_sauce_s35,done,True,True,True,ok,
330387,tomato_sauce,36,tomato_sauce_s36,done,True,True,True,ok,
330388,tomato_sauce,37,tomato_sauce_s37,failed,False,False,,,INFRA_FAILURE_NO_SUMMARY
330389,tomato_sauce,38,tomato_sauce_s38,done,True,True,True,ok,
330390,tomato_sauce,39,tomato_sauce_s39,done,True,True,True,ok,
330391,tomato_sauce,40,tomato_sauce_s40,done,True,True,True,ok,
330392,tomato_sauce,41,tomato_sauce_s41,done,True,True,True,ok,
330393,tomato_sauce,42,tomato_sauce_s42,done,True,True,True,ok,
330394,tomato_sauce,43,tomato_sauce_s43,failed,False,False,,,INFRA_FAILURE_NO_SUMMARY
330395,tomato_sauce,44,tomato_sauce_s44,failed,False,False,,,INFRA_FAILURE_NO_SUMMARY
330396,tomato_sauce,45,tomato_sauce_s45,done,True,True,False,ok,POLICY_FAILURE_OR_TIMEOUT
330397,tomato_sauce,46,tomato_sauce_s46,done,True,True,True,ok,
330398,tomato_sauce,47,tomato_sauce_s47,done,True,True,True,ok,
330399,tomato_sauce,48,tomato_sauce_s48,failed,False,False,,,INFRA_FAILURE_NO_SUMMARY
330400,tomato_sauce,49,tomato_sauce_s49,done,True,True,True,ok,
