stage,commit,condition,attack_seed,candidate_id,candidate_source,candidate_seed,official_tokens,official_gripper_token,official_target31744_score,official_best_competitor_token,official_best_competitor_score,official_target31744_margin,official_target31744_best_competitor_margin,official_target31744_logratio_margin,surrogate_target31744_margin,arm_prefix_match_count,arm_prefix_match_denominator,score_invariant_status,processor_linf,delta_sha256,processor_input_sha256,budget_quantized_correction_count,feasible,selected,selection_reason
M3_STEP78_TRUE_PGD_LOGRATIO_ARM_V4_HARD_FEASIBLE_SELECTION,b2c1dc0abe20dde03b308301060e7ba3637658e4,SHUFFLED_GRAD_TRAJECTORY21_SELECTIVE,83,5,pgd_iteration,,"[31900, 31870, 31915, 31882, 31862, 31913, 31744]",31744,41.5,31872,41.5,0.0,0.0,0.0,,6,6,PASS,0.023529052734375,4a1390aa02fc1dac71c71f517eecd36f97856ac0876f13c2f724dea69be680e7,ec7e1987959982ac376d425aba0ef280d4eead5ee155045f0692a7ba0c0ce000,2036,1,0,feasible_not_selected
M3_STEP78_TRUE_PGD_LOGRATIO_ARM_V4_HARD_FEASIBLE_SELECTION,b2c1dc0abe20dde03b308301060e7ba3637658e4,SHUFFLED_GRAD_TRAJECTORY21_SELECTIVE,83,6,pgd_iteration,,"[31900, 31870, 31915, 31882, 31891, 31834, 31744]",31744,54.75,31872,49.0,5.75,5.75,5.75,,4,6,PASS,0.023529052734375,b9983cfcb0513269993e1d01dbfc15edd686bd14c57052752a79ea1039ff1928,2f0012061551a826f10b4585a2beef053f007f29afa6ca9eb6b413bc5bdc463e,2076,0,0,not_feasible
M3_STEP78_TRUE_PGD_LOGRATIO_ARM_V4_HARD_FEASIBLE_SELECTION,b2c1dc0abe20dde03b308301060e7ba3637658e4,SHUFFLED_GRAD_TRAJECTORY21_SELECTIVE,83,7,pgd_iteration,,"[31900, 31870, 31915, 31882, 31862, 31913, 31744]",31744,41.5,31872,41.5,0.0,0.0,0.0,,6,6,PASS,0.023529052734375,4b6889e78956e63ce9f56f5af5d65fde352ff3ede6cd852abe49b1962c934572,9989353b229c7a64beff56e29a2958d8c62881ab3d76fd54130a43dc26fd488c,2214,1,0,feasible_not_selected
M3_STEP78_TRUE_PGD_LOGRATIO_ARM_V4_HARD_FEASIBLE_SELECTION,b2c1dc0abe20dde03b308301060e7ba3637658e4,SHUFFLED_GRAD_TRAJECTORY21_SELECTIVE,83,8,pgd_iteration,,"[31900, 31870, 31915, 31882, 31862, 31913, 31872]",31872,41.25,31872,41.75,-0.5,-0.5,-0.5,,6,6,PASS,0.023529052734375,97c386a3dd8e7668c056efaffc6dbae9f0539fc7dd2c0e055f3742e916b44ac6,abbdecc3f239e7caccc1da5dc1fb9d0a872f4eac86882d30dfc258fcf22ddd6e,2189,0,0,not_feasible
M3_STEP78_TRUE_PGD_LOGRATIO_ARM_V4_HARD_FEASIBLE_SELECTION,b2c1dc0abe20dde03b308301060e7ba3637658e4,SHUFFLED_GRAD_TRAJECTORY21_SELECTIVE,83,9,pgd_iteration,,"[31900, 31870, 31915, 31882, 31862, 31913, 31872]",31872,41.5,31872,41.75,-0.25,-0.25,-0.25,,6,6,PASS,0.023529052734375,b25f89d03e35e7165ab4f64658dd976f2873ff1720c946957f1f4be6f6e7d9ee,9d65dfd0faa0af599b01180f28e0084b7b665076efb2861f45cf7bdde9209cb8,2236,0,0,not_feasible
M3_STEP78_TRUE_PGD_LOGRATIO_ARM_V4_HARD_FEASIBLE_SELECTION,b2c1dc0abe20dde03b308301060e7ba3637658e4,SHUFFLED_GRAD_TRAJECTORY21_SELECTIVE,83,10,pgd_iteration,,"[31900, 31870, 31915, 31882, 31862, 31913, 31872]",31872,40.75,31872,41.25,-0.5,-0.5,-0.5,,6,6,PASS,0.023529052734375,23fdcf4942d4651d560b86906a99794694ea9e88eeee44aeba1bb0d65567c990,c55a5fac10a41825b19de1c9e114344293db49b4a747791088db7a8d61550bec,2148,0,0,not_feasible
M3_STEP78_TRUE_PGD_LOGRATIO_ARM_V4_HARD_FEASIBLE_SELECTION,b2c1dc0abe20dde03b308301060e7ba3637658e4,SHUFFLED_GRAD_TRAJECTORY21_SELECTIVE,83,11,pgd_iteration,,"[31900, 31870, 31915, 31882, 31862, 31913, 31872]",31872,41.25,31872,41.75,-0.5,-0.5,-0.5,,6,6,PASS,0.023529052734375,39e94a9d3204def3c77421337c6f73d1efa564498563f6b0c1d4017844ddff89,b8fe194b451dcb9b11b1a8240903e58f5da9c5d6737b2e7d900e1a11de619ebb,2268,0,0,not_feasible
M3_STEP78_TRUE_PGD_LOGRATIO_ARM_V4_HARD_FEASIBLE_SELECTION,b2c1dc0abe20dde03b308301060e7ba3637658e4,SHUFFLED_GRAD_TRAJECTORY21_SELECTIVE,83,12,pgd_iteration,,"[31900, 31870, 31915, 31882, 31891, 31834, 31744]",31744,54.75,31872,49.5,5.25,5.25,5.25,,4,6,PASS,0.023529052734375,839623a661d256f56ff3048a1bec3f0414d1b1d0ff7ff6cbf9577976e6db83d1,9bdf7487980d077b01054b851a3b096684abe29ae4207e336f90a30c1127b06b,2270,0,0,not_feasible
M3_STEP78_TRUE_PGD_LOGRATIO_ARM_V4_HARD_FEASIBLE_SELECTION,b2c1dc0abe20dde03b308301060e7ba3637658e4,SHUFFLED_GRAD_TRAJECTORY21_SELECTIVE,83,13,pgd_iteration,,"[31900, 31870, 31915, 31882, 31862, 31913, 31744]",31744,41.5,31872,41.5,0.0,0.0,0.0,,6,6,PASS,0.023529052734375,3492f2b204407ff0980d0012b231cc277d6c94f5c2dac74a79da79f87bc870e0,1ac2e7490dd7d219a66f7fd5d47eb66decb8eded78430bf96e66b8e6f07e98d1,2304,1,0,feasible_not_selected
M3_STEP78_TRUE_PGD_LOGRATIO_ARM_V4_HARD_FEASIBLE_SELECTION,b2c1dc0abe20dde03b308301060e7ba3637658e4,SHUFFLED_GRAD_TRAJECTORY21_SELECTIVE,83,14,pgd_iteration,,"[31900, 31870, 31915, 31882, 31862, 31913, 31872]",31872,41.0,31872,41.25,-0.25,-0.25,-0.25,,6,6,PASS,0.023529052734375,038aa1aeca5339435c8a3533676ad778be3a3075363a273d156884a75112a66b,2678127a66809d8a58b83dd405154a6f0010bb236f948bff652d6f166dd68935,2341,0,0,not_feasible
M3_STEP78_TRUE_PGD_LOGRATIO_ARM_V4_HARD_FEASIBLE_SELECTION,b2c1dc0abe20dde03b308301060e7ba3637658e4,SHUFFLED_GRAD_TRAJECTORY21_SELECTIVE,83,15,pgd_iteration,,"[31900, 31870, 31915, 31882, 31891, 31834, 31744]",31744,54.75,31872,49.75,5.0,5.0,5.0,,4,6,PASS,0.023529052734375,d83c19b17ec58fa9b90e6b8e973f2c48b3becb082956ea7877cb5f63ba5a125d,b38798ace3013f531da1b23515e5d15fa3eb73476d42c37d168b54e50d2a7b5d,2387,0,0,not_feasible
M3_STEP78_TRUE_PGD_LOGRATIO_ARM_V4_HARD_FEASIBLE_SELECTION,b2c1dc0abe20dde03b308301060e7ba3637658e4,SHUFFLED_GRAD_TRAJECTORY21_SELECTIVE,83,16,pgd_iteration,,"[31900, 31870, 31915, 31882, 31862, 31913, 31744]",31744,41.5,31872,41.5,0.0,0.0,0.0,,6,6,PASS,0.023529052734375,75257000ca70f01a8aee35f564fb38b58146207eb1973ffd8cb647ff9830ca9e,b633c82eae105d4aa45ff78fbb996fc82ee4d69d2d80cfbb745de44afd811682,2367,1,0,feasible_not_selected
M3_STEP78_TRUE_PGD_LOGRATIO_ARM_V4_HARD_FEASIBLE_SELECTION,b2c1dc0abe20dde03b308301060e7ba3637658e4,SHUFFLED_GRAD_TRAJECTORY21_SELECTIVE,83,17,pgd_iteration,,"[31900, 31870, 31915, 31882, 31862, 31913, 31872]",31872,41.25,31872,41.5,-0.25,-0.25,-0.25,,6,6,PASS,0.023529052734375,aae616ad99e351e60233125cc8119546602098cccb26f86f8281fd58ae7e0194,6ef0efda0c7185271856fd67b1924c72817459cf71cba9dbaa4aeaa889df8716,2408,0,0,not_feasible
M3_STEP78_TRUE_PGD_LOGRATIO_ARM_V4_HARD_FEASIBLE_SELECTION,b2c1dc0abe20dde03b308301060e7ba3637658e4,SHUFFLED_GRAD_TRAJECTORY21_SELECTIVE,83,18,pgd_iteration,,"[31900, 31870, 31915, 31882, 31891, 31834, 31744]",31744,55.0,31872,49.25,5.75,5.75,5.75,,4,6,PASS,0.023529052734375,737eb73e6c4e7a4a755b7338e98d179116194a9867f8a7ecf17312e8a5e7e9a0,a7d5135c93cbde16590b189653c34c8d742014a0cbfed9d663e165cef87cfa42,2400,0,0,not_feasible
M3_STEP78_TRUE_PGD_LOGRATIO_ARM_V4_HARD_FEASIBLE_SELECTION,b2c1dc0abe20dde03b308301060e7ba3637658e4,SHUFFLED_GRAD_TRAJECTORY21_SELECTIVE,83,19,pgd_iteration,,"[31900, 31870, 31915, 31882, 31862, 31913, 31872]",31872,41.25,31872,41.5,-0.25,-0.25,-0.25,,6,6,PASS,0.023529052734375,adc1ceeab620b0e96095a12e1b29fe2a1533a7f683fa036f273f9078288510e0,0db7ec8e32f1e441a88b805fb270a3f3cfd8a602f2e214a918d6bfbb42148d99,2462,0,0,not_feasible
M3_STEP78_TRUE_PGD_LOGRATIO_ARM_V4_HARD_FEASIBLE_SELECTION,b2c1dc0abe20dde03b308301060e7ba3637658e4,SHUFFLED_GRAD_TRAJECTORY21_SELECTIVE,83,20,pgd_iteration,,"[31900, 31870, 31915, 31882, 31862, 31913, 31744]",31744,41.0,31872,41.0,0.0,0.0,0.0,,6,6,PASS,0.023529052734375,ab1a816800e722f9228d4c1538c926474fbc84e0961527815fd1979d96e600dd,72dc7ebaf17242f85f8793f305d0d2e297555a38f9f592028a7460ecfd2fceec,2448,1,0,feasible_not_selected
